Name;URL;Primary Language;Created At;Repository Age;Amount of stars;Total amount of release(s);Total Source LOC;Total Line LOC;Total Blank LOC;Total Comments LOC;CBO;DIT;WMC
CyC2018/CS-Notes;https://github.com/CyC2018/CS-Notes;Java;13/02/2018 14:56;3;123558;0;112527;138688;20430;8602;nan;nan;nan
Snailclimb/JavaGuide;https://github.com/Snailclimb/JavaGuide;Java;07/05/2018 13:27;2;99662;0;137532;177862;32008;12733;nan;nan;nan
iluwatar/java-design-patterns;https://github.com/iluwatar/java-design-patterns;Java;09/08/2014 16:45;6;64732;0;265857;327294;50370;15512;3.0;1.0;2.0
MisterBooo/LeetCodeAnimation;https://github.com/MisterBooo/LeetCodeAnimation;Java;06/12/2018 08:01;2;63189;0;278403;346904;56015;16974;1.0;1.0;6.0
elastic/elasticsearch;https://github.com/elastic/elasticsearch;Java;08/02/2010 13:20;11;54096;42;2996134;3490875;466869;46029;4.0;1.0;4.0
spring-projects/spring-boot;https://github.com/spring-projects/spring-boot;Java;19/10/2012 15:02;8;53992;87;3560981;4157414;567630;48612;4.0;1.0;2.0
doocs/advanced-java;https://github.com/doocs/advanced-java;Java;06/10/2018 11:38;2;52762;0;3566658;4167264;570886;49567;nan;nan;nan
kdn251/interviews;https://github.com/kdn251/interviews;Java;14/02/2017 18:19;4;50561;0;3585965;4191201;575242;49889;1.0;1.0;5.0
macrozheng/mall;https://github.com/macrozheng/mall;Java;04/04/2018 01:11;2;47252;1;3720955;4346462;594194;54828;3.0;1.0;11.0
ReactiveX/RxJava;https://github.com/ReactiveX/RxJava;Java;08/01/2013 20:11;8;44343;215;4121988;4828602;674436;58722;1.0;1.0;1.0
spring-projects/spring-framework;https://github.com/spring-projects/spring-framework;Java;08/12/2010 04:04;10;41872;203;5290716;6209307;884541;78416;3.0;1.0;3.0
google/guava;https://github.com/google/guava;Java;29/05/2014 16:23;6;40606;31;6208361;7215149;972202;86500;2.0;1.0;2.0
square/okhttp;https://github.com/square/okhttp;Java;23/07/2012 13:42;8;39600;0;6315579;7340855;989220;87687;3.0;1.0;3.0
square/retrofit;https://github.com/square/retrofit;Java;06/09/2010 21:39;10;37716;27;6351136;7382043;994523;88140;3.0;1.0;1.0
TheAlgorithms/Java;https://github.com/TheAlgorithms/Java;Java;16/07/2016 10:21;4;36013;0;6368898;7402833;997289;88417;1.0;1.0;7.0
apache/dubbo;https://github.com/apache/dubbo;Java;19/06/2012 07:56;8;34839;28;6629807;7706676;1039208;90314;4.0;1.0;4.0
PhilJay/MPAndroidChart;https://github.com/PhilJay/MPAndroidChart;Java;25/04/2014 14:29;6;32948;44;6681810;7767994;1048283;105918;5.0;1.0;5.0
bumptech/glide;https://github.com/bumptech/glide;Java;08/07/2013 22:52;7;30861;36;6776596;7877351;1062382;107816;4.0;1.0;3.0
airbnb/lottie-android;https://github.com/airbnb/lottie-android;Java;06/10/2016 22:42;4;30819;29;6829421;7935174;1066948;108448;4.0;1.0;5.0
kon9chunkit/GitHub-Chinese-Top-Charts;https://github.com/kon9chunkit/GitHub-Chinese-Top-Charts;Java;05/09/2019 03:01;1;30671;0;6833807;7940045;1067230;108937;nan;nan;nan
Blankj/AndroidUtilCode;https://github.com/Blankj/AndroidUtilCode;Java;30/07/2016 18:18;4;29007;116;6907926;8024089;1076532;110274;2.0;1.0;3.0
zxing/zxing;https://github.com/zxing/zxing;Java;12/10/2011 14:07;9;27364;27;7110457;8235807;1085382;111608;4.0;2.0;7.0
netty/netty;https://github.com/netty/netty;Java;09/11/2010 09:22;10;26201;0;7537968;8724471;1145501;115280;4.0;1.0;3.0
crossoverJie/JCSprout;https://github.com/crossoverJie/JCSprout;Java;17/12/2017 09:06;3;25897;0;7557037;8753645;1154535;116423;1.0;1.0;2.0
NationalSecurityAgency/ghidra;https://github.com/NationalSecurityAgency/ghidra;Java;01/03/2019 03:27;2;25713;0;10249344;11868103;1524008;193447;5.0;1.0;6.0
JakeWharton/butterknife;https://github.com/JakeWharton/butterknife;Java;05/03/2013 08:18;8;25652;0;10266563;11888293;1526732;193739;2.0;1.0;1.0
proxyee-down-org/proxyee-down;https://github.com/proxyee-down-org/proxyee-down;Java;25/10/2017 10:07;3;25511;49;10275330;11898038;1527506;193951;4.0;1.0;6.0
geekxh/hello-algorithm;https://github.com/geekxh/hello-algorithm;Java;29/05/2020 05:47;0;25509;0;10296069;11928481;1535754;195761;1.0;1.0;7.0
skylot/jadx;https://github.com/skylot/jadx;Java;18/03/2013 17:08;7;25436;14;10410563;12061771;1554008;196919;3.0;1.0;2.0
eugenp/tutorials;https://github.com/eugenp/tutorials;Java;29/04/2013 18:26;7;25179;0;12347812;14183983;1727702;217164;5.0;1.0;2.0
ityouknow/spring-boot-examples;https://github.com/ityouknow/spring-boot-examples;Java;05/11/2016 05:32;4;25041;0;12364564;14203213;1729957;217942;4.0;1.0;2.0
alibaba/arthas;https://github.com/alibaba/arthas;Java;29/08/2018 17:15;2;25000;33;12486062;14350484;1753332;220962;3.0;1.0;6.0
ctripcorp/apollo;https://github.com/ctripcorp/apollo;Java;04/03/2016 10:24;5;24069;30;12589341;14476417;1774293;223740;4.0;1.0;4.0
alibaba/druid;https://github.com/alibaba/druid;Java;03/11/2011 05:12;9;23489;41;13071651;15058785;1873714;224454;5.0;2.0;2.0
greenrobot/EventBus;https://github.com/greenrobot/EventBus;Java;16/07/2012 16:55;8;23232;5;13080895;15069814;1875237;224796;3.0;1.0;2.0
alibaba/fastjson;https://github.com/alibaba/fastjson;Java;03/11/2011 06:58;9;23135;81;13297558;15336758;1925295;225144;2.0;1.0;2.0
scwang90/SmartRefreshLayout;https://github.com/scwang90/SmartRefreshLayout;Java;02/06/2017 09:52;3;22293;8;13332667;15377043;1929866;225798;3.0;1.0;1.0
CymChad/BaseRecyclerViewAdapterHelper;https://github.com/CymChad/BaseRecyclerViewAdapterHelper;Java;10/04/2016 07:40;4;21620;191;13345565;15392601;1932180;226184;3.0;1.0;3.0
Netflix/Hystrix;https://github.com/Netflix/Hystrix;Java;19/11/2012 20:14;8;21251;79;13417541;15477258;1944396;227205;2.0;1.0;2.0
xkcoding/spring-boot-demo;https://github.com/xkcoding/spring-boot-demo;Java;10/11/2017 06:27;3;20936;0;13470712;15540420;1953004;229169;4.0;1.0;1.0
zhangdaiscott/jeecg-boot;https://github.com/zhangdaiscott/jeecg-boot;Java;26/11/2018 10:40;2;20818;13;14157278;16262802;1987345;237073;4.0;1.0;3.0
lenve/vhr;https://github.com/lenve/vhr;Java;04/01/2018 08:57;3;20588;0;14189896;16298449;1989885;238005;2.0;1.0;7.0
SeleniumHQ/selenium;https://github.com/SeleniumHQ/selenium;Java;14/01/2013 21:40;8;20344;27;15319530;17610747;2133446;279468;4.0;1.0;3.0
signalapp/Signal-Android;https://github.com/signalapp/Signal-Android;Java;15/12/2011 20:01;9;20068;0;15775743;18129143;2195289;280614;5.0;1.0;4.0
hollischuang/toBeTopJavaer;https://github.com/hollischuang/toBeTopJavaer;Java;25/10/2018 09:54;2;19899;0;15787919;18149209;2202474;281348;nan;nan;nan
qiurunze123/miaosha;https://github.com/qiurunze123/miaosha;Java;14/09/2018 04:36;2;19525;0;16093262;18501737;2247922;294402;3.0;1.0;3.0
dbeaver/dbeaver;https://github.com/dbeaver/dbeaver;Java;21/10/2015 08:26;5;19444;123;16717125;19232160;2353073;296137;5.0;1.0;4.0
ReactiveX/RxAndroid;https://github.com/ReactiveX/RxAndroid;Java;19/08/2014 03:46;6;19341;18;16719851;19235711;2353644;296410;1.0;1.0;1.0
google/gson;https://github.com/google/gson;Java;19/03/2015 18:21;5;19299;0;16756990;19277846;2358330;296966;2.0;1.0;1.0
alibaba/easyexcel;https://github.com/alibaba/easyexcel;Java;06/02/2018 03:14;3;19152;1;16786830;19312512;2362814;297504;5.0;1.0;4.0
seata/seata;https://github.com/seata/seata;Java;28/12/2018 08:37;2;18915;30;17038546;19588722;2384284;301226;6.0;1.0;7.0
wuyouzhuguli/SpringAll;https://github.com/wuyouzhuguli/SpringAll;Java;02/05/2018 02:48;2;18812;0;17071149;19627936;2390219;302119;4.0;1.0;2.0
halo-dev/halo;https://github.com/halo-dev/halo;Java;21/03/2018 12:56;2;18294;68;17123067;19688999;2398897;303676;5.0;1.0;3.0
apache/kafka;https://github.com/apache/kafka;Java;15/08/2011 18:06;9;18268;0;17882419;20571951;2513547;316602;4.0;1.0;5.0
dromara/hutool;https://github.com/dromara/hutool;Java;13/04/2014 07:23;6;18262;81;18069422;20782606;2536033;319459;3.0;1.0;5.0
libgdx/libgdx;https://github.com/libgdx/libgdx;Java;10/08/2012 19:34;8;18152;7;19092243;22054982;2732573;377229;3.0;1.0;5.0
alibaba/canal;https://github.com/alibaba/canal;Java;13/01/2013 10:59;8;18115;20;19215624;22194519;2747880;378338;4.0;1.0;6.0
alibaba/spring-cloud-alibaba;https://github.com/alibaba/spring-cloud-alibaba;Java;01/12/2017 20:49;3;17941;18;19263717;22253978;2758578;379173;5.0;1.0;3.0
square/picasso;https://github.com/square/picasso;Java;14/05/2013 15:07;7;17900;7;19277000;22269543;2760602;379529;3.5;1.0;3.0
xuxueli/xxl-job;https://github.com/xuxueli/xxl-job;Java;28/11/2015 12:59;5;17596;30;19321193;22320129;2766377;380578;3.0;1.0;7.0
Baseflow/PhotoView;https://github.com/Baseflow/PhotoView;Java;17/07/2012 16:39;8;17560;5;19324415;22324270;2767037;380851;3.0;1.0;3.0
google/ExoPlayer;https://github.com/google/ExoPlayer;Java;13/06/2014 21:19;6;17401;8;19726449;22761583;2801025;387586;5.0;1.0;5.0
jenkinsci/jenkins;https://github.com/jenkinsci/jenkins;Java;22/11/2010 21:21;10;17040;89;20240101;23439248;2866287;490525;4.0;2.0;3.0
didi/DoraemonKit;https://github.com/didi/DoraemonKit;Java;14/08/2018 10:32;2;16950;3;20437309;23672545;2898487;495104;2.0;1.0;3.0
nostra13/Android-Universal-Image-Loader;https://github.com/nostra13/Android-Universal-Image-Loader;Java;27/11/2011 18:48;9;16800;0;20451332;23688502;2900181;495779;3.0;1.0;5.0
alibaba/nacos;https://github.com/alibaba/nacos;Java;15/06/2018 06:49;2;16679;35;20632687;23895773;2925071;497969;3.0;1.0;4.0
facebook/fresco;https://github.com/facebook/fresco;Java;02/03/2015 09:58;6;16510;43;21430383;25138142;3363946;507062;5.0;1.0;4.0
apache/skywalking;https://github.com/apache/skywalking;Java;07/11/2015 03:30;5;16360;43;21758772;25530864;3409551;526742;4.0;1.0;3.0
bazelbuild/bazel;https://github.com/bazelbuild/bazel;Java;12/06/2014 16:00;6;16359;97;23389553;27405370;3611002;574732;5.0;1.0;5.0
redisson/redisson;https://github.com/redisson/redisson;Java;11/01/2014 14:06;7;15938;91;23645612;27707271;3656148;575660;4.0;1.0;4.0
shuzheng/zheng;https://github.com/shuzheng/zheng;Java;04/10/2016 10:07;4;15883;0;23872867;27959304;3679661;579826;3.0;1.0;5.0
CarGuo/GSYVideoPlayer;https://github.com/CarGuo/GSYVideoPlayer;Java;13/11/2016 12:34;4;15874;23;23920300;28017415;3689171;581014;2.0;1.0;4.0
apache/flink;https://github.com/apache/flink;Java;07/06/2014 07:00;6;15757;0;26393757;30950158;4089499;646200;5.0;1.0;4.0
Tencent/tinker;https://github.com/Tencent/tinker;Java;06/09/2016 06:57;4;15689;37;26448855;31013195;4096950;646752;3.0;1.0;6.0
alibaba/Sentinel;https://github.com/alibaba/Sentinel;Java;04/04/2018 06:37;2;15549;17;26561196;31141932;4112771;647864;3.0;1.0;4.0
linlinjava/litemall;https://github.com/linlinjava/litemall;Java;22/03/2018 16:42;2;15544;8;26773414;31380063;4136543;653590;3.0;1.0;10.0
mybatis/mybatis-3;https://github.com/mybatis/mybatis-3;Java;14/02/2013 19:03;8;15228;33;26911333;31538689;4156674;655306;2.0;1.0;4.0
forezp/SpringCloudLearning;https://github.com/forezp/SpringCloudLearning;Java;08/04/2017 10:06;3;15103;0;27031523;31678941;4168345;663704;4.0;1.0;1.0
dianping/cat;https://github.com/dianping/cat;Java;05/12/2012 02:31;8;15093;0;27761164;32510140;4260293;687072;4.0;1.0;6.0
elunez/eladmin;https://github.com/elunez/eladmin;Java;14/12/2018 08:54;2;14790;6;27784311;32536205;4262923;687598;4.0;1.0;2.0
oracle/graal;https://github.com/oracle/graal;Java;14/01/2016 17:11;5;14763;32;29538090;34521961;4480984;711883;4.0;1.0;4.0
android10/Android-CleanArchitecture;https://github.com/android10/Android-CleanArchitecture;Java;19/08/2014 14:09;6;14752;0;29543887;34528998;4481983;712134;4.0;1.0;3.0
brettwooldridge/HikariCP;https://github.com/brettwooldridge/HikariCP;Java;08/10/2013 05:43;7;14720;0;29563346;34552191;4485472;712493;3.0;1.0;5.0
winterbe/java8-tutorial;https://github.com/winterbe/java8-tutorial;Java;16/03/2014 17:25;7;14495;0;29567352;34557642;4486703;712746;1.0;1.0;2.0
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;Java;24/11/2012 00:14;8;14220;0;29570228;34561444;4487375;713010;2.0;1.0;2.0
openzipkin/zipkin;https://github.com/openzipkin/zipkin;Java;06/06/2012 18:26;8;14126;62;29695644;34700640;4498993;715534;5.0;1.0;5.0
JeffLi1993/springboot-learning-example;https://github.com/JeffLi1993/springboot-learning-example;Java;06/02/2017 07:02;4;14062;0;29705561;34713092;4501252;715840;3.0;1.0;2.0
lottie-react-native/lottie-react-native;https://github.com/lottie-react-native/lottie-react-native;Java;27/01/2017 18:24;4;13929;0;29716594;34726651;4503086;716221;2.5;1.0;3.0
hdodenhof/CircleImageView;https://github.com/hdodenhof/CircleImageView;Java;17/01/2014 16:44;7;13790;0;29717916;34728502;4503397;716454;5.0;2.0;2.0
apache/rocketmq;https://github.com/apache/rocketmq;Java;30/11/2016 08:00;4;13754;1;29850310;34885670;4526402;718342;3.0;1.0;4.0
LMAX-Exchange/disruptor;https://github.com/LMAX-Exchange/disruptor;Java;21/09/2012 13:42;8;13526;10;29873280;34912599;4530060;718808;3.0;1.0;3.0
lgvalle/Material-Animations;https://github.com/lgvalle/Material-Animations;Java;08/03/2015 20:54;6;13519;0;29876147;34916396;4530762;719077;2.0;1.0;1.0
apache/shardingsphere;https://github.com/apache/shardingsphere;Java;18/01/2016 12:49;5;13507;43;30264961;35373855;4587675;733117;4.0;1.0;2.0
TeamNewPipe/NewPipe;https://github.com/TeamNewPipe/NewPipe;Java;03/09/2015 23:39;5;12974;97;30383927;35505843;4600113;734233;5.0;1.0;6.0
alibaba/ARouter;https://github.com/alibaba/ARouter;Java;14/12/2016 01:27;4;12950;16;30392474;35516169;4601629;734521;2.0;1.0;2.0
dyc87112/SpringBoot-Learning;https://github.com/dyc87112/SpringBoot-Learning;Java;21/08/2016 03:39;4;12886;0;30419089;35549909;4607581;737092;4.0;1.0;1.0
Tencent/QMUI_Android;https://github.com/Tencent/QMUI_Android;Java;21/04/2017 10:03;3;12736;34;30502916;35646432;4619958;737667;3.0;1.0;2.0
orhanobut/logger;https://github.com/orhanobut/logger;Java;20/03/2015 22:30;5;12704;16;30505837;35650268;4620657;737891;6.0;1.0;5.5
Bigkoo/Android-PickerView;https://github.com/Bigkoo/Android-PickerView;Java;28/12/2014 01:46;6;12600;0;30518067;35664527;4621978;738232;2.0;1.0;1.0
Curzibn/Luban;https://github.com/Curzibn/Luban;Java;24/07/2016 07:43;4;12375;6;30520412;35667618;4622459;738513;1.0;1.0;2.0
greenrobot/greenDAO;https://github.com/greenrobot/greenDAO;Java;22/10/2011 16:15;9;12340;8;30548587;35701200;4627595;739434;4.0;1.0;4.0
facebook/stetho;https://github.com/facebook/stetho;Java;22/01/2015 22:34;6;12170;12;30578198;35735734;4632208;739950;3.0;1.0;2.0
material-components/material-components-android;https://github.com/material-components/material-components-android;Java;05/12/2016 16:11;4;12074;34;30752710;35935720;4656714;743326;4.0;1.0;3.0
daimajia/AndroidSwipeLayout;https://github.com/daimajia/AndroidSwipeLayout;Java;25/08/2014 04:09;6;12007;18;30757048;35941111;4657490;743625;2.0;1.0;1.0
eclipse/deeplearning4j;https://github.com/eclipse/deeplearning4j;Java;27/11/2013 02:03;7;11987;0;32434386;37905129;4905113;897575;7.0;2.0;8.0
Konloch/bytecode-viewer;https://github.com/Konloch/bytecode-viewer;Java;14/10/2014 10:26;6;11943;48;32468031;37943803;4909949;897884;2.0;1.0;4.0
eclipse-vertx/vert.x;https://github.com/eclipse-vertx/vert.x;Java;17/06/2011 14:54;9;11908;0;32649846;38151141;4933061;902612;4.0;1.0;4.0
zhihu/Matisse;https://github.com/zhihu/Matisse;Java;13/04/2017 01:31;3;11877;15;32657900;38160793;4934371;902956;5.0;1.0;4.5
prestodb/presto;https://github.com/prestodb/presto;Java;09/08/2012 01:03;8;11780;0;33923950;39614957;5120562;927085;6.0;1.0;6.0
daimajia/AndroidViewAnimations;https://github.com/daimajia/AndroidViewAnimations;Java;23/06/2014 03:53;6;11739;9;33927875;39619796;5121190;927381;2.0;2.0;1.0
medcl/elasticsearch-analysis-ik;https://github.com/medcl/elasticsearch-analysis-ik;Java;16/12/2011 09:01;9;11673;127;34636027;40329007;5121996;927647;4.5;1.0;13.0
mockito/mockito;https://github.com/mockito/mockito;Java;13/10/2012 20:27;8;11606;156;34724539;40433725;5137374;930982;2.0;1.0;2.0
arduino/Arduino;https://github.com/arduino/Arduino;Java;17/09/2010 19:10;10;11525;31;34931131;40857220;5232053;1044780;2.0;1.0;4.0
iBotPeaches/Apktool;https://github.com/iBotPeaches/Apktool;Java;19/03/2012 17:46;8;11492;13;34949093;40878475;5235017;1045167;4.0;2.0;5.0
android-hacker/VirtualXposed;https://github.com/android-hacker/VirtualXposed;Java;01/12/2017 09:00;3;11415;49;35016486;40958750;5246647;1046591;2.0;2.0;1.0
apache/hadoop;https://github.com/apache/hadoop;Java;28/08/2014 07:00;6;11403;0;39204693;45594880;5665500;1095248;4.0;1.0;4.0
pinpoint-apm/pinpoint;https://github.com/pinpoint-apm/pinpoint;Java;20/10/2014 09:27;6;11247;46;39769971;46271199;5765826;1108209;4.0;1.0;3.0
JessYanCoding/AndroidAutoSize;https://github.com/JessYanCoding/AndroidAutoSize;Java;17/08/2018 09:04;2;11242;14;39776568;46279000;5766681;1108743;4.0;1.0;4.0
Tencent/VasSonic;https://github.com/Tencent/VasSonic;Java;01/08/2017 08:35;3;11225;10;39826181;46333406;5770742;1109724;2.0;1.0;3.0
jfeinstein10/SlidingMenu;https://github.com/jfeinstein10/SlidingMenu;Java;30/06/2012 05:14;8;11190;0;40040543;46551875;5774651;1137312;3.0;1.0;3.0
google/tink;https://github.com/google/tink;Java;06/06/2014 16:21;6;11162;18;40292210;46854421;5809431;1151592;5.0;1.0;5.0
androidannotations/androidannotations;https://github.com/androidannotations/androidannotations;Java;06/01/2012 08:48;9;11121;0;40359810;46934973;5821772;1152863;4.0;1.0;3.0
realm/realm-java;https://github.com/realm/realm-java;Java;20/04/2012 09:18;8;11110;0;40558462;47160535;5846396;1156338;3.0;1.0;1.0
youth5201314/banner;https://github.com/youth5201314/banner;Java;22/04/2016 05:50;4;11006;0;40564402;47167742;5847410;1156608;5.0;2.0;4.0
justauth/JustAuth;https://github.com/justauth/JustAuth;Java;31/01/2019 09:42;2;10946;39;40575284;47180571;5848990;1157064;2.0;1.0;4.0
alibaba/vlayout;https://github.com/alibaba/vlayout;Java;27/02/2017 08:11;4;10702;34;40593845;47203349;5852773;1157635;3.0;1.0;3.0
baomidou/mybatis-plus;https://github.com/baomidou/mybatis-plus;Java;18/08/2016 10:06;4;10659;20;40636680;47251971;5858076;1158331;4.0;1.0;2.0
apache/druid;https://github.com/apache/druid;Java;23/10/2012 19:08;8;10656;43;41712559;48462734;5982911;1169761;5.0;1.0;4.0
Netflix/zuul;https://github.com/Netflix/zuul;Java;13/03/2013 18:53;8;10629;4;41748510;48504722;5988061;1170084;4.0;1.0;4.0
android-async-http/android-async-http;https://github.com/android-async-http/android-async-http;Java;20/02/2011 03:25;10;10606;3;41761028;48519651;5990240;1170382;4.0;1.0;6.0
Yalantis/uCrop;https://github.com/Yalantis/uCrop;Java;05/01/2016 13:41;5;10546;12;41818783;48585484;5994981;1174108;3.0;1.0;4.0
permissions-dispatcher/PermissionsDispatcher;https://github.com/permissions-dispatcher/PermissionsDispatcher;Java;15/08/2015 21:41;5;10504;40;41833406;48603883;5997325;1175489;0.0;1.0;3.0
GoogleContainerTools/jib;https://github.com/GoogleContainerTools/jib;Java;22/01/2018 18:30;3;10377;112;41916739;48702215;6010536;1178153;4.0;1.0;5.0
lipangit/JiaoZiVideoPlayer;https://github.com/lipangit/JiaoZiVideoPlayer;Java;06/02/2016 11:04;5;10337;78;41924859;48711884;6011861;1178380;6.0;2.0;7.0
Netflix/eureka;https://github.com/Netflix/eureka;Java;26/07/2012 22:23;8;10271;138;41994858;48793762;6023339;1179324;4.0;1.0;4.0
jeasonlzy/okhttp-OkGo;https://github.com/jeasonlzy/okhttp-OkGo;Java;15/01/2016 10:35;5;10263;14;42018480;48821091;6026681;1179718;5.0;1.0;3.0
H07000223/FlycoTabLayout;https://github.com/H07000223/FlycoTabLayout;Java;09/11/2015 01:53;5;10229;4;42023193;48826966;6027586;1179992;3.0;1.0;4.0
JakeWharton/ViewPagerIndicator;https://github.com/JakeWharton/ViewPagerIndicator;Java;04/08/2011 17:13;9;10210;0;42028573;48833586;6028626;1180223;5.5;3.0;1.5
pagehelper/Mybatis-PageHelper;https://github.com/pagehelper/Mybatis-PageHelper;Java;09/06/2014 15:32;6;10163;7;42047399;48855334;6031065;1180815;6.0;1.0;2.5
Tencent/APIJSON;https://github.com/Tencent/APIJSON;Java;21/11/2016 12:03;4;10149;75;42061792;48873120;6034047;1181375;2.0;1.0;10.0
lingochamp/FileDownloader;https://github.com/lingochamp/FileDownloader;Java;22/12/2015 11:17;5;10099;65;42086363;48903459;6039059;1182867;2.0;1.0;5.0
rzwitserloot/lombok;https://github.com/rzwitserloot/lombok;Java;08/06/2009 19:46;11;10084;3;42202604;49031296;6050245;1184534;2.0;1.0;2.0
tbruyelle/RxPermissions;https://github.com/tbruyelle/RxPermissions;Java;29/09/2015 13:55;5;10082;11;42204806;49034225;6050731;1184786;2.0;1.0;2.0
google/guice;https://github.com/google/guice;Java;28/05/2014 23:18;6;10038;14;42300518;49144529;6064910;1185387;3.0;1.0;1.0
LuckSiege/PictureSelector;https://github.com/LuckSiege/PictureSelector;Java;04/01/2017 07:47;4;10031;91;42341943;49191301;6069947;1185908;3.0;1.0;5.0
JessYanCoding/MVPArms;https://github.com/JessYanCoding/MVPArms;Java;06/08/2016 08:49;4;9987;25;42356011;49207931;6072136;1186408;5.0;1.0;5.0
sqshq/piggymetrics;https://github.com/sqshq/piggymetrics;Java;29/03/2015 17:56;5;9850;2;42376644;49230692;6073802;1187064;5.0;1.0;2.0
YunaiV/SpringBoot-Labs;https://github.com/YunaiV/SpringBoot-Labs;Java;12/09/2018 14:51;2;9777;0;42464365;49338322;6091817;1191336;4.0;1.0;1.0
java-decompiler/jd-gui;https://github.com/java-decompiler/jd-gui;Java;25/03/2015 05:28;5;9767;18;42485538;49364357;6096325;1191727;3.0;1.0;3.0
Anuken/Mindustry;https://github.com/Anuken/Mindustry;Java;30/04/2017 01:24;3;9748;117;42621832;49523033;6116603;1192154;2.0;1.0;2.0
redis/jedis;https://github.com/redis/jedis;Java;11/06/2010 13:04;10;9727;42;42669015;49580584;6126711;1192735;2.0;1.0;1.0
hyb1996/Auto.js;https://github.com/hyb1996/Auto.js;Java;27/01/2017 01:01;4;9726;0;42769586;49697934;6143029;1195242;4.0;1.0;5.0
liaohuqiu/android-Ultra-Pull-To-Refresh;https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh;Java;13/11/2014 03:13;6;9696;8;42778535;49709013;6144836;1195613;2.0;1.0;1.0
seaswalker/spring-analysis;https://github.com/seaswalker/spring-analysis;Java;09/09/2016 07:46;4;9679;0;42831949;49765633;6147417;1196693;2.0;1.0;2.0
codecentric/spring-boot-admin;https://github.com/codecentric/spring-boot-admin;Java;25/07/2014 11:39;6;9670;54;42937730;49878952;6154612;1197055;6.0;1.0;3.0
code4craft/webmagic;https://github.com/code4craft/webmagic;Java;23/04/2013 12:57;7;9665;20;42957769;49902510;6157885;1197395;4.0;1.0;3.0
YoKeyword/Fragmentation;https://github.com/YoKeyword/Fragmentation;Java;23/02/2016 08:54;5;9658;30;42971257;49919116;6160574;1197771;3.0;1.0;2.0
ksoichiro/Android-ObservableScrollView;https://github.com/ksoichiro/Android-ObservableScrollView;Java;08/11/2014 14:45;6;9601;0;42995028;49947475;6164727;1198309;3.0;2.0;3.0
zhisheng17/flink-learning;https://github.com/zhisheng17/flink-learning;Java;01/01/2019 07:38;2;9577;0;43018362;49975805;6169374;1198661;3.0;1.0;1.0
antlr/antlr4;https://github.com/antlr/antlr4;Java;04/02/2010 01:36;11;9517;22;43298658;50309318;6210856;1212675;2.0;2.0;2.0
aosp-mirror/platform_frameworks_base;https://github.com/aosp-mirror/platform_frameworks_base;Java;21/10/2008 18:20;12;9506;0;49068903;56879746;6974093;1320578;4.0;1.0;7.0
ben-manes/caffeine;https://github.com/ben-manes/caffeine;Java;13/12/2014 08:45;6;9491;50;49149351;56972110;6985288;1321633;3.0;1.0;4.0
mission-peace/interview;https://github.com/mission-peace/interview;Java;20/07/2014 21:27;6;9485;0;49185985;57014798;6990426;1322586;2.0;1.0;8.0
pockethub/PocketHub;https://github.com/pockethub/PocketHub;Java;08/09/2011 16:52;9;9482;1;49227562;57062194;6995992;1323236;6.0;1.0;4.0
81813780/AVLoadingIndicatorView;https://github.com/81813780/AVLoadingIndicatorView;Java;24/10/2015 20:18;5;9467;1;49230806;57066451;6996718;1323534;2.0;1.0;1.0
frank-lam/fullstack-tutorial;https://github.com/frank-lam/fullstack-tutorial;Java;13/04/2018 01:50;2;9454;0;49281869;57141857;7017741;1329307;nan;nan;nan
gyf-dev/ImmersionBar;https://github.com/gyf-dev/ImmersionBar;Java;19/04/2017 05:10;3;9410;0;49297665;57160347;7020046;1329748;5.0;2.0;3.0
daniulive/SmarterStreaming;https://github.com/daniulive/SmarterStreaming;Java;26/03/2016 14:46;4;9357;0;49336826;57207572;7027416;1330510;2.0;1.0;3.0
williamfiset/Algorithms;https://github.com/williamfiset/Algorithms;Java;18/03/2017 02:50;3;9310;0;49380388;57262294;7038299;1330971;2.0;1.0;11.0
wasabeef/glide-transformations;https://github.com/wasabeef/glide-transformations;Java;09/01/2015 10:33;6;9238;0;49383717;57266644;7039060;1331266;5.0;2.0;6.0
umano/AndroidSlidingUpPanel;https://github.com/umano/AndroidSlidingUpPanel;Java;31/05/2013 18:33;7;9226;8;49387765;57271550;7039700;1331553;2.0;1.0;2.0
apache/zookeeper;https://github.com/apache/zookeeper;Java;27/03/2009 15:41;11;9218;0;49626502;57558526;7078617;1341203;3.0;1.0;5.0
janishar/mit-deep-learning-book-pdf;https://github.com/janishar/mit-deep-learning-book-pdf;Java;07/04/2017 10:46;3;9168;3;49626822;57559112;7078704;1341387;0.0;1.0;0.0
heibaiying/BigData-Notes;https://github.com/heibaiying/BigData-Notes;Java;10/03/2019 01:40;2;9154;0;49649269;57593243;7088016;1343880;5.0;1.0;4.0
google/auto;https://github.com/google/auto;Java;22/05/2013 21:41;7;9133;41;49695646;57646732;7094123;1345066;3.0;1.0;2.0
navasmdc/MaterialDesignLibrary;https://github.com/navasmdc/MaterialDesignLibrary;Java;30/09/2014 07:37;6;9133;3;49702278;57655036;7095493;1345494;3.0;1.0;2.0
